Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM10,PM25
01/24/2025,45,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,25,45
01/25/2021,18,PM2.5,,40-115-9007,AQS,.,3,18
01/25/2022,26,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,26
01/25/2023,65,PM2.5,,40-115-9007,AQS,.,17,65
01/25/2024,34,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,8,34
01/25/2025,34,PM2.5,,40-115-9007,AQS,.,19,34
01/26/2021,65,PM2.5,,40-115-9007,AQS,.,10,65
01/26/2022,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,37
01/26/2023,50,PM2.5,,40-115-9007,AQS,.,11,50
01/26/2024,28,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,28
01/26/2025,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,20,48
01/27/2021,55,PM2.5,,40-115-9007,AQS,.,9,55
01/27/2022,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,53
01/27/2023,37,PM2.5,,40-115-9007,AQS,.,12,37
01/27/2024,26,PM2.5,,40-115-9007,AQS,.,6,26
01/27/2025,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,26,37
01/28/2021,59,PM2.5,,40-115-9007,AQS,.,9,59
01/28/2022,27,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,2,27
01/28/2023,46,PM2.5,,40-115-9007,AQS,.,14,46
01/28/2024,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,9,42
01/28/2025,58,PM2.5,,40-115-9007,AQS,.,43,58
01/29/2021,56,PM2.5,,40-115-9007,AQS,.,10,56
01/29/2022,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,33
01/29/2023,56,PM2.5,,40-115-9007,AQS,.,14,56
01/29/2024,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,13,46
01/29/2025,74,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,53,74
01/30/2021,57,PM2.5,,40-115-9007,AQS,.,9,57
01/30/2022,29,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,2,29
01/30/2023,27,PM2.5,,40-115-9007,AQS,.,9,27
01/30/2024,28,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,28
01/30/2025,22,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,22
01/31/2021,82,PM2.5,,40-115-9007,AQS,.,19,82
01/31/2022,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,53
01/31/2023,50,PM2.5,,40-115-9007,AQS,.,18,50
01/31/2024,43,PM2.5,,40-115-9007,AQS,.,19,43
01/31/2025,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,41
02/13/2021,40,PM2.5,,40-115-9007,AQS,.,16,40
02/13/2022,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,58
02/13/2023,56,PM2.5,,40-115-9007,AQS,.,29,56
02/13/2024,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,13,33
02/13/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,14,53
02/14/2021,34,PM2.5,,40-115-9007,AQS,.,27,34
02/14/2022,3,PM2.5,,40-115-9007,AQS,.,0,3
02/14/2023,33,PM2.5,,40-115-9007,AQS,.,15,33
02/14/2024,25,PM2.5,,40-115-9007,AQS,.,15,25
02/14/2025,54,PM2.5,,40-115-9007,AQS,.,19,54
02/15/2021,35,PM2.5,,40-115-9007,AQS,.,12,35
02/15/2022,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,49
02/15/2023,43,PM2.5,,40-115-9007,AQS,.,16,43
02/15/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,18,53
02/15/2025,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,11,49
02/16/2021,53,PM2.5,,40-115-9007,AQS,.,12,53
02/16/2022,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,2,52
02/16/2023,36,PM2.5,,40-115-9007,AQS,.,9,36
02/16/2024,35,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,35
02/16/2025,53,PM2.5,,40-115-9007,AQS,.,14,53
02/17/2021,55,PM2.5,,40-115-9007,AQS,.,11,55
02/17/2022,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,46
02/17/2023,31,PM2.5,,40-115-9007,AQS,.,12,31
02/17/2024,35,PM2.5,,40-115-9007,AQS,.,11,35
02/17/2025,32,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,32
02/18/2021,58,PM2.5,,40-115-9007,AQS,.,11,58
02/18/2022,40,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,40
02/18/2023,27,PM2.5,,40-115-9007,AQS,.,10,27
02/18/2024,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,15,38
02/18/2025,36,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,36
02/19/2021,79,PM2.5,,40-115-9007,AQS,.,19,79
02/19/2022,39,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,39
02/19/2023,38,PM2.5,,40-115-9007,AQS,.,17,38
02/19/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,24,53
02/19/2025,22,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,22
02/20/2021,71,PM2.5,,40-115-9007,AQS,.,17,71
02/20/2022,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,52
02/20/2023,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,27,57
02/20/2024,70,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,52,70
02/20/2025,28,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,9,28
02/21/2021,61,PM2.5,,40-115-9007,AQS,.,12,61
02/21/2022,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,2,53
02/21/2023,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,31,57
02/21/2024,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,44,65
02/21/2025,50,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,14,50
02/22/2021,38,PM2.5,,40-115-9007,AQS,.,11,38
02/22/2022,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,41
02/22/2023,53,PM2.5,,40-115-9007,AQS,.,18,53
02/22/2024,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,41
02/22/2025,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,20,57
02/23/2021,41,PM2.5,,40-115-9007,AQS,.,15,41
02/23/2022,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,46
02/23/2023,41,PM2.5,,40-115-9007,AQS,.,14,41
02/23/2024,25,PM10,,40-115-9007,AQS,.,25,22
02/23/2025,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,23,59
02/24/2021,44,PM2.5,,40-115-9007,AQS,.,13,44
02/24/2022,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,52
02/24/2023,51,PM2.5,,40-115-9007,AQS,.,21,51
02/24/2024,35,PM2.5,,40-115-9007,AQS,.,19,35
02/24/2025,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,22,57
02/25/2021,51,PM2.5,,40-115-9007,AQS,.,9,51
02/25/2022,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,61
02/25/2023,59,PM2.5,,40-115-9007,AQS,.,22,59
02/25/2024,100,PM2.5,,40-115-9007,AQS,.,51,100
02/25/2025,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,23,54
02/26/2021,55,PM2.5,,40-115-9007,AQS,.,9,55
02/26/2022,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,63
02/26/2023,61,PM2.5,,40-115-9007,AQS,.,20,61
02/26/2024,86,PM2.5,,40-115-9007,AQS,.,50,86
02/26/2025,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,21,46
02/27/2021,56,PM2.5,,40-115-9007,AQS,.,11,56
02/27/2022,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,58
02/27/2023,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,61,63
02/27/2024,64,PM10,,40-115-9007,AQS,.,64,56
02/27/2025,19,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,17,19
02/28/2021,54,PM2.5,,40-115-9007,AQS,.,9,54
02/28/2022,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,53
02/28/2023,51,PM2.5,,40-115-9007,AQS,.,31,51
02/28/2024,58,PM2.5,,40-115-9007,AQS,.,42,58
02/28/2025,44,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,35,44
02/29/2024,70,PM10,,40-115-9007,AQS,.,70,63
03/13/2021,18,PM2.5,,40-115-9007,AQS,15,2,18
03/13/2022,48,Ozone,QUAPAW SHELTER,40-115-9004,AQS,48,1,33
03/13/2023,38,Ozone,QUAPAW SHELTER,40-115-9004,AQS,38,10,36
03/13/2024,55,PM2.5,,40-115-9007,AQS,35,41,55
03/13/2025,75,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,58,57,75
03/14/2021,53,PM2.5,,40-115-9007,AQS,23,11,53
03/14/2022,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,1,54
03/14/2023,56,PM2.5,,40-115-9007,AQS,39,19,56
03/14/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,28,21,55
03/14/2025,305,PM10,,40-115-9007,AQS,44,305,137
03/15/2021,52,PM2.5,,40-115-9007,AQS,23,24,52
03/15/2022,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,1,61
03/15/2023,109,PM2.5,,40-115-9007,AQS,46,52,109
03/15/2024,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,17,37
03/15/2025,97,PM10,,40-115-9007,AQS,31,97,63
03/16/2021,53,PM2.5,,40-115-9007,AQS,25,25,53
03/16/2022,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,1,63
03/16/2023,65,PM2.5,,40-115-9007,AQS,41,22,65
03/16/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,27,58
03/16/2025,39,Ozone,QUAPAW SHELTER,40-115-9004,AQS,39,16,33
03/17/2021,37,PM2.5,,40-115-9007,AQS,17,9,37
03/17/2022,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,0,63
03/17/2023,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,10,34
03/17/2024,36,Ozone,QUAPAW SHELTER,40-115-9004,AQS,36,14,23
03/17/2025,64,PM2.5,,40-115-9007,AQS,.,51,64
03/18/2021,51,PM2.5,,40-115-9007,AQS,19,7,51
03/18/2022,36,Ozone,QUAPAW SHELTER,40-115-9004,AQS,36,2,32
03/18/2023,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,9,32
03/18/2024,35,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,19,35
03/18/2025,60,PM10,,40-115-9007,AQS,48,60,57
03/19/2021,25,PM2.5,,40-115-9007,AQS,24,6,25
03/19/2022,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,0,27
03/19/2023,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,12,38
03/19/2024,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,38,60
03/19/2025,87,PM10,QUAPAW SHELTER,40-115-9004,AQS,42,87,56
03/20/2021,60,PM2.5,,40-115-9007,AQS,27,10,60
03/20/2022,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,64,0,65
03/20/2023,54,PM2.5,,40-115-9007,AQS,50,22,54
03/20/2024,74,PM2.5,,40-115-9007,AQS,44,51,74
03/20/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,14,25
03/21/2021,90,PM2.5,,40-115-9007,AQS,25,19,90
03/21/2022,70,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,0,70
03/21/2023,58,PM2.5,,40-115-9007,AQS,40,16,58
03/21/2024,77,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,61,77
03/21/2025,46,Ozone,QUAPAW SHELTER,40-115-9004,AQS,46,45,39
03/22/2021,93,PM2.5,,40-115-9007,AQS,25,26,93
03/22/2022,32,Ozone,QUAPAW SHELTER,40-115-9004,AQS,32,3,19
03/22/2023,50,PM2.5,,40-115-9007,AQS,34,15,50
03/22/2024,66,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,41,66
03/22/2025,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,28,28
03/23/2021,35,PM2.5,,40-115-9007,AQS,22,12,35
03/23/2022,33,Ozone,QUAPAW SHELTER,40-115-9004,AQS,33,6,19
03/23/2023,59,PM2.5,,40-115-9007,AQS,30,20,59
03/23/2024,69,PM2.5,,40-115-9007,AQS,32,27,69
03/23/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,21,31
03/24/2021,19,Ozone,QUAPAW SHELTER,40-115-9004,AQS,19,6,15
03/24/2022,32,Ozone,QUAPAW SHELTER,40-115-9004,AQS,32,6,24
03/24/2023,52,PM2.5,,40-115-9007,AQS,24,11,52
03/24/2024,80,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,43,80
03/24/2025,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,35,55
03/25/2021,27,PM2.5,,40-115-9007,AQS,15,3,27
03/25/2022,37,Ozone,QUAPAW SHELTER,40-115-9004,AQS,37,.,28
03/25/2023,53,PM2.5,,40-115-9007,AQS,45,13,53
03/25/2024,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,31,54
03/25/2025,55,PM2.5,,40-115-9007,AQS,37,52,55
03/26/2021,39,PM2.5,,40-115-9007,AQS,23,9,39
03/26/2022,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,.,34
03/26/2023,53,PM2.5,,40-115-9007,AQS,39,13,53
03/26/2024,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,16,26
03/26/2025,53,PM2.5,,40-115-9007,AQS,47,36,53
03/27/2021,52,PM2.5,,40-115-9007,AQS,27,11,52
03/27/2022,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,.,31
03/27/2023,56,PM2.5,,40-115-9007,AQS,47,17,56
03/27/2024,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,31,46
03/27/2025,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,34,58
03/28/2021,40,PM2.5,,40-115-9007,AQS,23,8,40
03/28/2022,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,47,.,53
03/28/2023,65,PM2.5,,40-115-9007,AQS,46,21,65
03/28/2024,76,PM2.5,,40-115-9007,AQS,41,44,76
03/28/2025,40,PM2.5,,40-115-9007,AQS,39,30,40
03/29/2021,87,PM2.5,,40-115-9007,AQS,30,29,87
03/29/2022,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,.,58
03/29/2023,76,PM2.5,,40-115-9007,AQS,54,35,76
03/29/2024,69,PM10,,40-115-9007,AQS,44,69,57
03/29/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,17,34
03/30/2021,63,PM2.5,,40-115-9007,AQS,24,33,63
03/30/2022,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,.,53
03/30/2023,97,PM2.5,,40-115-9007,AQS,45,55,97
03/30/2024,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,34,31,52
03/30/2025,22,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,22,6,22
03/31/2021,45,PM2.5,,40-115-9007,AQS,23,23,45
03/31/2022,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,.,37
03/31/2023,88,PM2.5,,40-115-9007,AQS,51,86,88
03/31/2024,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,22,54
03/31/2025,43,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,24,11,43
04/13/2021,30,PM2.5,,40-115-9007,AQS,.,16,30
04/13/2022,35,Ozone,QUAPAW SHELTER,40-115-9004,AQS,35,.,18
04/13/2023,143,PM2.5,,40-115-9007,AQS,47,65,143
04/13/2024,47,Ozone,QUAPAW SHELTER,40-115-9004,AQS,47,25,33
04/13/2025,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,39,55
04/14/2021,52,PM2.5,,40-115-9007,AQS,.,24,52
04/14/2022,47,Ozone,QUAPAW SHELTER,40-115-9004,AQS,47,.,18
04/14/2023,89,PM2.5,,40-115-9007,AQS,64,56,89
04/14/2024,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,20,39
04/14/2025,58,PM2.5,,40-115-9007,AQS,37,48,58
04/15/2021,54,PM2.5,,40-115-9007,AQS,.,20,54
04/15/2022,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,.,18
04/15/2023,64,PM2.5,,40-115-9007,AQS,36,30,64
04/15/2024,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,37,57
04/15/2025,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,34,55
04/16/2021,49,PM2.5,,40-115-9007,AQS,19,7,49
04/16/2022,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,.,18
04/16/2023,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,17,35
04/16/2024,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,35,52
04/16/2025,66,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,49,46,66
04/17/2021,65,PM2.5,,40-115-9007,AQS,15,10,65
04/17/2022,35,Ozone,QUAPAW SHELTER,40-115-9004,AQS,35,.,18
04/17/2023,67,Ozone,QUAPAW SHELTER,40-115-9004,AQS,67,44,59
04/17/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,54,55
04/17/2025,70,PM2.5,,40-115-9007,AQS,45,53,70
04/18/2021,38,PM2.5,,40-115-9007,AQS,21,7,38
04/18/2022,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,.,18
04/18/2023,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,47,65
04/18/2024,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,28,23,60
04/18/2025,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,42,59
04/19/2021,56,PM2.5,,40-115-9007,AQS,28,13,56
04/19/2022,50,Ozone,QUAPAW SHELTER,40-115-9004,AQS,50,.,18
04/19/2023,67,PM2.5,,40-115-9007,AQS,46,43,67
04/19/2024,38,Ozone,QUAPAW SHELTER,40-115-9004,AQS,38,16,26
04/19/2025,45,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,18,10,45
04/20/2021,46,PM2.5,,40-115-9007,AQS,19,9,46
04/20/2022,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,.,18
04/20/2023,62,PM2.5,,40-115-9007,AQS,47,43,62
04/20/2024,35,Ozone,QUAPAW SHELTER,40-115-9004,AQS,35,17,29
04/20/2025,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,4,11
04/21/2021,57,PM2.5,,40-115-9007,AQS,23,11,57
04/21/2022,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,.,41
04/21/2023,61,PM2.5,,40-115-9007,AQS,.,42,61
04/21/2024,43,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,40,32,43
04/21/2025,38,Ozone,QUAPAW SHELTER,40-115-9004,AQS,38,13,27
04/22/2021,58,PM2.5,,40-115-9007,AQS,26,15,58
04/22/2022,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,.,56
04/22/2023,54,PM2.5,,40-115-9007,AQS,44,25,54
04/22/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,33,55
04/22/2025,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,25,36
04/23/2021,69,PM2.5,,40-115-9007,AQS,22,16,69
04/23/2022,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,.,54
04/23/2023,59,PM2.5,,40-115-9007,AQS,47,37,59
04/23/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,46,59
04/23/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,22,52
04/24/2021,65,PM2.5,,40-115-9007,AQS,25,14,65
04/24/2022,39,Ozone,QUAPAW SHELTER,40-115-9004,AQS,39,.,24
04/24/2023,63,PM2.5,,40-115-9007,AQS,54,39,63
04/24/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,43,55
04/24/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,19,53
04/25/2021,67,PM2.5,,40-115-9007,AQS,26,19,67
04/25/2022,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,.,27
04/25/2023,57,PM2.5,,40-115-9007,AQS,45,18,57
04/25/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,19,53
04/25/2025,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,13,39
04/26/2021,63,PM2.5,,40-115-9007,AQS,29,32,63
04/26/2022,45,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,45
04/26/2023,65,PM2.5,,40-115-9007,AQS,44,24,65
04/26/2024,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,19,57
04/26/2025,33,PM2.5,,40-115-9007,AQS,31,12,33
04/27/2021,75,PM2.5,,40-115-9007,AQS,25,27,75
04/27/2022,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,38
04/27/2023,72,PM2.5,,40-115-9007,AQS,37,25,72
04/27/2024,69,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,28,69
04/27/2025,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,30,19,58
04/28/2021,64,PM2.5,,40-115-9007,AQS,15,13,64
04/28/2022,48,Ozone,QUAPAW SHELTER,40-115-9004,AQS,48,.,41
04/28/2023,74,PM2.5,,40-115-9007,AQS,43,25,74
04/28/2024,35,Ozone,QUAPAW SHELTER,40-115-9004,AQS,35,8,22
04/28/2025,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,26,25,57
04/29/2021,61,PM2.5,,40-115-9007,AQS,26,18,61
04/29/2022,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,.,49
04/29/2023,56,PM2.5,,40-115-9007,AQS,45,20,56
04/29/2024,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,11,24
04/29/2025,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,23,14,38
04/30/2021,61,PM2.5,,40-115-9007,AQS,30,19,61
04/30/2022,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,.,29
04/30/2023,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,19,39
04/30/2024,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,23,48
04/30/2025,27,Ozone,QUAPAW SHELTER,40-115-9004,AQS,27,6,18
05/13/2021,42,PM2.5,,40-115-9007,AQS,26,18,42
05/13/2022,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,24,.,59
05/13/2023,51,PM2.5,,40-115-9007,AQS,47,17,51
05/13/2024,48,Ozone,QUAPAW SHELTER,40-115-9004,AQS,48,11,34
05/13/2025,58,Ozone,QUAPAW SHELTER,40-115-9004,AQS,58,49,52
05/14/2021,54,PM2.5,,40-115-9007,AQS,22,19,54
05/14/2022,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,29,.,57
05/14/2023,57,PM2.5,,40-115-9007,AQS,25,19,57
05/14/2024,92,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,40,92
05/14/2025,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,63,63
05/15/2021,59,PM2.5,,40-115-9007,AQS,19,15,59
05/15/2022,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,21,.,33
05/15/2023,56,PM2.5,,40-115-9007,AQS,20,19,56
05/15/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,20,58
05/15/2025,66,PM10,,40-115-9007,AQS,45,66,58
05/16/2021,77,PM2.5,,40-115-9007,AQS,25,18,77
05/16/2022,29,Ozone,QUAPAW SHELTER,40-115-9004,AQS,29,.,27
05/16/2023,46,PM2.5,,40-115-9007,AQS,20,13,46
05/16/2024,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,13,39
05/16/2025,53,PM10,QUAPAW SHELTER,40-115-9004,AQS,48,53,52
05/17/2021,53,PM2.5,,40-115-9007,AQS,18,8,53
05/17/2022,43,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,25,.,43
05/17/2023,55,PM2.5,,40-115-9007,AQS,42,22,55
05/17/2024,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,19,57
05/17/2025,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,25,32
05/18/2021,55,PM2.5,,40-115-9007,AQS,22,9,55
05/18/2022,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,26,.,47
05/18/2023,58,PM2.5,,40-115-9007,AQS,43,27,58
05/18/2024,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,49,29,60
05/18/2025,39,Ozone,QUAPAW SHELTER,40-115-9004,AQS,39,17,30
05/19/2021,41,PM2.5,,40-115-9007,AQS,18,6,41
05/19/2022,25,Ozone,QUAPAW SHELTER,40-115-9004,AQS,25,.,.
05/19/2023,99,PM2.5,,40-115-9007,AQS,31,46,99
05/19/2024,58,Ozone,QUAPAW SHELTER,40-115-9004,AQS,58,22,57
05/19/2025,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,18,51
05/20/2021,55,PM2.5,,40-115-9007,AQS,15,10,55
05/20/2022,25,Ozone,QUAPAW SHELTER,40-115-9004,AQS,25,.,.
05/20/2023,64,PM2.5,,40-115-9007,AQS,35,27,64
05/20/2024,54,Ozone,QUAPAW SHELTER,40-115-9004,AQS,54,22,53
05/20/2025,33,Ozone,QUAPAW SHELTER,40-115-9004,AQS,33,21,23
05/21/2021,53,PM2.5,,40-115-9007,AQS,17,11,53
05/21/2022,13,Ozone,QUAPAW SHELTER,40-115-9004,AQS,13,.,.
05/21/2023,68,PM2.5,,40-115-9007,AQS,42,26,68
05/21/2024,70,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,33,70
05/21/2025,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,19,18
05/22/2021,64,PM2.5,,40-115-9007,AQS,19,16,64
05/22/2022,22,Ozone,QUAPAW SHELTER,40-115-9004,AQS,22,.,.
05/22/2023,86,PM2.5,,40-115-9007,AQS,51,39,86
05/22/2024,26,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,18,13,26
05/22/2025,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,13,21
05/23/2021,75,PM2.5,,40-115-9007,AQS,20,19,75
05/23/2022,19,Ozone,QUAPAW SHELTER,40-115-9004,AQS,19,.,.
05/23/2023,88,PM2.5,,40-115-9007,AQS,74,44,88
05/23/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,25,27,59
05/23/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,16,24
05/24/2021,76,PM2.5,,40-115-9007,AQS,19,23,76
05/24/2022,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,3,.,33
